ID,Name,Code,ParentId
43F513AF-0645-CC4B-9EF6-03DD48B2DEDC,爱尔福特,21502,3D7B29EF-5D3A-42D8-A9C2-AB5B9058DF7D
88E2EE93-FA27-8746-BB62-03E1CB7BFC86,洛隆县,542110,086B82A8-DC44-484A-99F0-FABA0EB9684B
FD38AAF8-D483-1948-9ED9-03E245B70531,郯城县,371305,E8DE86E4-8971-439C-826B-AC476C948DC9
EBA0DD78-3661-499C-A9EC-03F0DAA69EF1,吕梁市,1411,78CB5B79-F78D-4D58-A0E2-C7DC2B8A4803
70022276-BD72-6048-A294-03FB3747D449,都昌县,360409,45739E52-F3D6-48E4-99E0-6FE32F347BB1
12CD288B-3209-D443-9140-0400EF8713AD,高阳市,2250708,75D75FC7-ECBC-0544-AB66-B961BBF49BA8
BD83043B-51FC-8346-AC0C-040751AEE5C2,噶尔县,542503,FB2216E2-26AE-446A-8506-14A45570959D
2E314395-2476-ED4E-943A-040A0C5430A7,高灵郡,2250803,C6E0A87F-5421-A146-8F12-9FEC1244357D
60CCC97D-459D-894B-90A9-040A6C82F10E,因弗卡吉尔,22924,F08DC593-D531-4CCA-8395-C20BC1A40A8D
8F38AB14-8CB5-A64C-9DA5-041214978AC2,赤水市,520313,207A24E1-D747-4280-9BAA-A68DF301B5BB
41E08816-9185-9A47-AF32-041660FA3DD4,永和县,141013,DBC40079-3FC3-4346-9B54-0F3A9D2D8DA3
E0C88DD8-ADB4-284D-A5AA-04245D5B4101,宣威市,530309,CABBCD59-A816-4890-91C3-BFA4E62CA00E
E42B03E9-2850-4B8D-93BC-043B5EAF7562,乌海市,1503,8FA82281-B708-4008-8DEA-D0EF7A282C9B
CBF8E950-656C-754B-B717-043E11E4B15B,建瓯市,350709,602F0669-1EED-4ED1-A8C9-07CE8FB0E144
835E8B95-DF57-7443-8C29-04417734AEE7,钦布,26814,89BA45BC-737D-8A49-BF48-BC36AEFDDC5A
53E80E46-F1A3-9644-BEAB-045CFAE9A294,沙湾区,511102,B395A4C9-77F5-431C-8B02-1EA7A9AE5F79
2A8AB083-D482-D242-803E-047BD791D6A6,隰县,141012,DBC40079-3FC3-4346-9B54-0F3A9D2D8DA3
B29927CD-3F53-024E-BFCE-047FC197A771,濮阳县,410906,06D7A26E-0ECB-4DDA-81DB-DC3723AF6DF6
C6167968-658A-4661-A1FA-04808C91C6BE,太原市,1401,78CB5B79-F78D-4D58-A0E2-C7DC2B8A4803
410F7778-FF01-7C49-BC74-048AAAB76031,察哈尔右翼后旗,150909,AD25D462-2A32-461A-8BD0-0565418474CA
2B3FA219-88A2-F54E-829F-048D0AE4E485,焦特布尔,21915,A448B533-1791-479B-9194-F66B11173B99
71CA70EE-CE23-7041-A252-048F3A598A50,名山区,511802,966A6CA2-5C59-4926-80D9-661B9E440515
16257148-E4F2-284F-BE43-04BE84E9E7AF,中站区,410802,148F72B9-A3C0-4B33-BB1E-E3F8D9A1343F
780BC1A9-47AB-F64E-A772-04CA00598B7E,内格罗河,42212,18C15C54-871A-FD46-8F0D-2BAAE8898F13
CF1259EA-17D8-5E4C-927C-04CDEEFE1A94,福山区,370603,EC92E64D-AA79-4BAF-8D2E-DB3EECE64674
2EC45ED1-C168-6E4E-A7A7-04DCFDF5D22D,大波兰地区戈茹夫,23212,7C3FB74D-C3DD-4E0B-AE0B-5DCAA7AD43F6
1A4E5220-B3DD-0246-BC6D-04E6971224AF,沃伦,2463015,41D22F7B-33E3-CD46-9FCD-812991A04B76
1B24E58B-2037-42B9-9959-04F5A595AB26,周口市,4116,A18A8760-EDF0-41E3-96B9-74C448732E7A
E8C21D48-C0F4-984B-8CEE-04F5D5002A61,马德里斯,37808,38F44BD5-5535-0A45-930B-2581CCD7095F
DB44B1FD-D63D-1149-9BC2-04F782C0CDB9,陆河县,441503,3121970D-CDEF-47F1-8450-A291A7D98833
2B99E618-FFBF-4219-B908-04FCD864FC3B,江津区,5015,56595510-3115-4C50-8D36-A6EE966495BF
B8C784D9-5D8C-E84D-AE54-050B00D65C47,左权县,140704,312B857C-9E69-4F29-A957-2EE573F4DFE6
8FA3373D-8803-434B-985C-050D79C1DCF1,富源县,530306,CABBCD59-A816-4890-91C3-BFA4E62CA00E
498F5260-72C4-B048-8695-050EF5515FCE,古交市,140110,C6167968-658A-4661-A1FA-04808C91C6BE
A15F7646-0332-B743-ABE9-051A14BD5EC9,卢戈,23831,F8BB5B5D-8309-4957-BD3A-7ECD80F5E718
77B304C5-0966-E04C-A01F-052780639441,德庆县,441206,486FF9CA-420B-4E37-A4FD-795E10E829EA
FC252C06-1037-9D45-891C-052CE802AABC,哈拉帕,37216,64541602-7D9C-CB4F-A606-AD3B1EEC15D6
39AD2504-B2C3-284B-B138-052D4EA8E0AC,应城市,420905,643452EE-6E9F-4BB4-B0C0-7ECC9121A6F1
CC84C6EF-0D50-244D-A1AA-05307031E861,岳普湖县,653109,50CD2518-1187-4B1D-B806-B87AD6F4CF5E
07F5B8BB-64D4-884C-84BF-0534B56D14DE,谢戈德阿维拉,31017,C005AEFD-1F03-A34E-9F43-1B7F08ABEC29
E0854B94-AC85-6541-9EC1-053D49F2D1A6,胡德里弗,2461207,A91C2557-860A-EB4D-BAED-2F6DEBB4BE6D
79B9953A-6CBE-9249-89EF-0544D4BC2BCE,琼格拉德,21714,22CEC669-4692-43CA-B427-F8F099C86673
FEF49033-C496-204B-ACA5-05468AA9972C,东部,32705,3075B737-9508-5F4A-B4CB-03702ABF3D8B
0DB3409C-988F-4FC0-9812-0546EB57066E,绵阳市,5107,2F261BB8-E8EA-4F43-AEF2-A7779EA3F072
7FCC8621-7DE6-0344-8C81-054B1D3BFB25,延布,23521,0E765F4F-185B-42F1-9827-7B22FCEC45D3
A20997E5-15A1-5C46-8C52-054B3FB8E8FC,卡普乔鲁瓦,25224,8571DD02-2EDB-4A0F-B5F4-34ED67846F2B
C0CDB56A-D27C-D543-9F23-054EB7BE8FB7,郁南县,445303,AEA2CF33-32D2-4728-B662-87CE56505950
E0B97A26-255A-EC47-A3C0-05532DCC72D4,瓦萨,21318,08FB2376-370F-4308-9D95-7EDEB94AADDE
1394F141-9536-D04D-841B-055F4ECFE601,赛宋本行政特区,33810,ADCCC03C-E9BC-2A44-9B0E-5541AF39FBC2
AD25D462-2A32-461A-8BD0-0565418474CA,乌兰察布市,1509,8FA82281-B708-4008-8DEA-D0EF7A282C9B
82C53417-FBFB-FE44-A9FF-0565941615E0,壤塘县,513210,8711B47C-DBD2-41CC-BB48-F934213CB17C
41564F21-0043-CE4B-BAD3-05660267DAF3,保尔,30001,BD26BA1F-04E8-1942-A341-AFCFBEF0802D
E344C808-A1E0-6842-9B45-057974BCBD53,瓦卡塔尼,22920,F08DC593-D531-4CCA-8395-C20BC1A40A8D
11AF7DF9-1934-4CC3-B033-057E223139CD,正定县,130113,F21A6780-4774-4E9E-8C26-7A81E30B1396
C3C300E0-B2CB-2C43-8A3C-05935EDD7D0D,贝尔瓦,26201,2431BEAA-7721-CC41-8188-207D88BC05E2
F174041B-1F67-9B44-8882-059EDA1CC5F6,拉腊,42013,2FF17AF9-122C-354E-B1C1-E9CDCE765A0E
9473CFF8-A03D-2C41-BF1F-05A2260308A0,纳米贝,24812,E3F28C92-50F4-4E3C-8AAB-C00C2B8FBF06
B1806010-51D8-E945-BCA3-05A360E6A025,奥果韦-洛洛,32401,D4DAFB15-3997-194C-B5EA-320298C3F5EB
BA0F0F69-8C60-A74F-828B-05A4D7E30421,勒姆尼库沃尔恰,34722,F8BB8FE4-7AC4-FC48-8AF0-95BEA66F33F9
3FD08E5B-3DF8-CF4F-8166-05A70475E2C8,哈德拉毛,42805,93108D68-0671-2041-9392-68D0184FCE96
9A5B5A04-517D-FC4B-9065-05AE6ADE43DF,颍上县,341207,18865B02-A8EE-4D8D-9C3F-00B2FC8C8234
E66B5EBB-187F-4172-A223-05BCED60F442,高新区,510120,DCCF8598-39D7-4302-9D65-D160E3CACB4D
823DFD85-1008-0F48-8705-05C9771F8E9C,双滦区,130802,F2B8AB7B-9A22-47C5-8A3D-7F620D747545
C72AB9EC-C3EC-CE4E-8744-05CE5AAEA49F,美属萨摩亚,360,72C657F1-397C-40C5-B552-273F35BAE63F
3B2E3BF8-622B-7D42-8A3D-05E87F7AE553,五营区,230709,C930A9E5-C21E-42F5-9C0D-EAFEF0731821
9F244DC4-A8FF-8246-A81D-05EA9048D7B9,阿雷斯,31406,E07A770E-B94A-C145-AF02-58524D78A6CF
C50BE658-6BBA-4F5C-87D8-05EE2D3EBEF8,永川区,5012,56595510-3115-4C50-8D36-A6EE966495BF
4F661DCA-1FF5-3E43-9CFE-05EFA2A0F78F,费城,2460802,EC4F51CD-1F75-6C4D-88E4-926F911E396C
E070BD2D-2949-D142-8134-05EFAE064DA7,金沙县,522404,9A62117E-1DC4-4C0F-8D2A-0CAC46585374
5FB107C8-7AE0-B14D-9AB3-05F1BC43F830,江华瑶族自治县,431111,489577F1-7DB1-4957-891D-33702F076D31
C9599EC5-9DD3-4A93-86E9-05F7E8EC1106,巴彦县,230112,F1896940-21E8-4CB4-B57D-36E3A6E4382F
220902B1-3B72-CC47-9E04-05FB4B0E8A39,别尔哥罗德,23415,8A7D26F6-72D8-41BF-855A-56CEB9CE8BEC
0B2F5966-5231-FB42-B433-05FCEA266AE9,纳闽,22708,D3647EEA-353E-454B-B215-98DE1E483C25
EB3A1786-D860-1241-967B-05FF73E58C71,雅沃兹诺,23260,7C3FB74D-C3DD-4E0B-AE0B-5DCAA7AD43F6
F1B53EFD-8474-924E-A677-05FFA40254FA,大洼区,211103,C4349FA3-4D7B-4537-A09A-D3A629E82628
67ED0399-548D-C840-B99B-061367B32AE3,道真仡佬族苗族自治县,520307,207A24E1-D747-4280-9BAA-A68DF301B5BB
28233221-5CCB-DA46-B93F-061A354B1997,斯普林菲尔德,2462805,C00EA64D-3291-C244-BECE-BC178B82505C
D3D4E233-6C8E-B046-A196-061EFDFF0A25,努瓦迪布湾,35907,9FA3F8B4-120E-374B-86CC-5404ABF05AE9
384A056D-FCDC-8B46-9D1D-06224B7A55C7,纳拉亚尼,37711,4337CF5B-9843-7941-929E-39A7550388DD
08E66557-7915-6442-B96C-062C9E5BA845,邹城市,370812,26B88DC0-1F2A-482F-B722-DCD3ECF3DB15
C20AF6F7-BA02-B74C-9CEF-063AAFDCE0CE,卡纳维尔角,2461304,DC7A420F-429F-454B-AEB8-D78D8C2320FF
2E572B64-8AEE-47DE-9D23-063D43E94F1F,温州市,3303,4629F73B-36E8-423E-AE12-5CD45AAB0866
05AFE0C1-3EAF-FA4B-A839-063DE4E9B1B1,麦积区,620502,C00BDE93-3DC8-46E0-9C45-3E30ECBD10D5
8F1A045D-B7D1-C548-8F9C-0643739F19BC,索洛拉,41718,C9A4C0F6-41F4-A048-B448-1B96E06A9F6C
17019A09-4C33-1F4A-AFD6-064798B630A1,斯拉蒂纳,34730,F8BB8FE4-7AC4-FC48-8AF0-95BEA66F33F9
C97DC644-9E02-044B-8931-065239B078B1,帕克斯堡,2464203,B60B9C74-1AB3-C140-A693-DB5B80C5560F
C6F0EE3F-A766-8B40-BA3A-0656C175A475,中戈壁,36221,99994ADA-F8AF-8A48-AF8D-0910780231E2
F84256F4-CB21-4FCC-8DA8-065856D53F82,常熟市,320510,F31B75CD-E9CF-4DD2-A2EC-351C6969D6D8
A5765DE0-CCC8-4FFE-87C9-065ABDAFE52F,平谷区,1113,2FE26685-5F6C-42F2-96EF-360965C6FFA4
23D06FC5-5996-3048-A43C-066018A0F72D,圣米格尔-德图库曼,20131,A0EA441D-12AF-40BC-9493-8A5EFA7D4E99
A526DD60-27F4-3541-8C1B-066326DFCDD0,古浪县,620603,D821511D-DAFF-4F5D-9214-106C7FA8C695
7FE6C5AE-DEDC-EF41-A667-0672BE96F6FA,敦煌市,620907,DFA44951-846E-424C-B4DB-0B39DDEA8FA1
EA8E08A3-4FA1-E540-823C-067A8BE3C5BF,旌善郡,2250608,D9114555-C8E9-1041-A59B-F8C52D436D52
B1B77E84-7D70-5F4A-80A3-067CC151BCB6,加扎勒河,40205,8B807FDA-C83F-8845-BFE4-AFA570D753F7
8E9D1229-5F6A-164C-B977-067D5F97DCC9,克拉斯诺达尔,23435,8A7D26F6-72D8-41BF-855A-56CEB9CE8BEC
DE0172A3-4835-417E-A067-0681BDED3B71,营口市,2108,CBF374C1-9FE0-4E3A-82AB-008A9E0FD7E4
7F4FF10D-68B6-4710-ACBE-068CE9522B21,璧山区,5022,56595510-3115-4C50-8D36-A6EE966495BF
647C86F3-BA39-0843-92CA-06AD07F83679,萨格勒布市,33313,3B5E5F17-53B3-C04A-ABBC-B0C0CB2A0665
D88C2E81-D603-4152-B91E-06C14A910F52,都江堰市,510119,DCCF8598-39D7-4302-9D65-D160E3CACB4D
0FF3D8A4-D16F-0D42-840C-06C616926F30,红河县,532510,BED4857E-0FA1-423A-8647-95BDEBE17CBA
976140BA-5B0B-3B4E-9280-06C6C233ABBF,苏瓦乌基,23245,7C3FB74D-C3DD-4E0B-AE0B-5DCAA7AD43F6
0E5EFD6B-A17C-EB46-9060-06C9FC7B850A,釜山,22503,7230E354-27CC-4965-AB8C-BB54ACA157F9
08C2F8BC-2DF2-9147-A519-06CBCBC1BB8C,琅南塔,33809,ADCCC03C-E9BC-2A44-9B0E-5541AF39FBC2
8D9005C6-3983-974F-9F26-06DE09D8D9AF,云霄县,350603,2F6F79BC-7AD4-4E5F-947A-DCE42D0B8E8B
5FDEC5F9-4055-5C49-9C3E-06EB47AC5585,鼎湖区,441202,486FF9CA-420B-4E37-A4FD-795E10E829EA
56775531-CDAB-E941-A352-06F5B0B39182,奥里萨巴,37206,64541602-7D9C-CB4F-A606-AD3B1EEC15D6
BC6ACE71-2C9A-4493-9A1A-06FF9F84469D,大东区,210104,628AD24B-9680-43FB-87E4-B6FD6FE6B046
F1BDDF21-976E-854D-BA09-07005685A412,苏尼特右旗,152505,913230BE-A37E-4875-B00A-2A3A3667C9CF
59648B99-E600-AB41-A57E-070371102850,马萨特兰,37229,64541602-7D9C-CB4F-A606-AD3B1EEC15D6
331CA645-2DF9-624A-8B5D-07196C85DB39,马尔丁,24251,01E46AC4-26B2-43FA-8E96-3C76151B8EF6
B948F322-8B32-4C4B-9005-071AA01B38BA,马拉韦,33208,3DE20646-A6C7-CC4F-9755-7448A202788E
74F09E28-CF88-1C43-AD2D-071B703E87CF,莱比锡,21529,3D7B29EF-5D3A-42D8-A9C2-AB5B9058DF7D
42C66245-E2F2-AE42-8B81-073BCBBD7921,莱斯博斯,21606,7B2169DC-3CC6-471F-9498-90875E08951C
25FA816B-982C-E347-BFBD-073CCB3EDB91,卡拉库尔,32107,19433EB2-570E-074D-84A8-47EC6C20940D
8A72AF94-BA6C-664A-B2D4-075C68E2CE97,内贝拉北,23314,EFBB6B95-97E3-4FFE-B7EC-78078125C982
504B8964-FD61-7549-8A71-0772F6457E3D,塞尔希培,20622,B07447E1-278A-4262-9BAC-8A5FDB6772E5
3F77DC71-A82B-FE44-8E11-0773FD50725A,沙洋县,420804,23790966-ED89-438B-A0D0-AECBFB5AC34E
7BC95FD9-0093-1241-9A8F-07782CA2E342,恩泽雷科雷,32202,1D60C7CD-2BAB-EA43-B3B9-C198A3615868
7EE4AF10-6425-4828-9035-077D39625A35,洛阳市,4103,A18A8760-EDF0-41E3-96B9-74C448732E7A
381C4C55-961C-C04B-B482-077EE742D5E4,霍巴特,2020503,44CE23C7-F561-A14E-A3EE-9368B0026010
